stage,C,l1_ratio,valid_accuracy,valid_precision,valid_recall,valid_specificity,valid_f1,valid_gmean,valid_log_loss,valid_roc_auc,valid_pr_auc,tn,fp,fn,tp
refine,43.81942421619436,0.288,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171032475365309,0.7073727933541019,0.3415377297274703,890,180,87,75
coarse,17.78279410038923,0.8,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171055607103743,0.7074362524518287,0.3415538087991453,890,180,87,75
coarse,56.23413251903491,0.05,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171061767037849,0.7073035652474906,0.34150714620596667,890,180,87,75
refine,50.11872336272722,0.175,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171091592826587,0.7073266412830276,0.34151803949105863,890,180,87,75
refine,43.81942421619436,0.3,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171108807770874,0.7073612553363333,0.3415339364058721,890,180,87,75
refine,50.11872336272722,0.188,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171164611870643,0.7073324102919119,0.34151932367924137,890,180,87,75
coarse,31.622776601683793,0.55,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171228870160403,0.7074074074074075,0.34156999514324016,890,180,87,75
refine,50.11872336272722,0.2,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171232132747462,0.7073439483096804,0.3415243920351117,890,180,87,75
refine,50.11872336272722,0.213,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171304406060077,0.7073554863274489,0.34152979580551307,890,180,87,75
coarse,56.23413251903491,0.1,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171310430588492,0.7073093342563749,0.34151123353852725,890,180,87,75
refine,50.11872336272722,0.225,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171370783305496,0.7073497173185647,0.34152628112973366,890,180,87,75
refine,50.11872336272722,0.238,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171442590504558,0.7073497173185647,0.3415281501920035,890,180,87,75
refine,50.11872336272722,0.25,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171510588026478,0.7073381793007961,0.34152261603124623,890,180,87,75
coarse,56.23413251903491,0.15,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171559470407455,0.707332410291912,0.3415218559380556,890,180,87,75
refine,50.11872336272722,0.263,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171582849605844,0.7073208722741433,0.34151236585430256,890,180,87,75
refine,50.11872336272722,0.275,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171650226066068,0.7073266412830276,0.34151447859381734,890,180,87,75
coarse,31.622776601683793,0.6,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171670818881119,0.7073727933541017,0.34155194166371117,890,180,87,75
refine,50.11872336272722,0.288,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171722891167161,0.7073208722741434,0.3415127874827207,890,180,87,75
refine,50.11872336272722,0.3,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171787396353008,0.707315103265259,0.3415095825839989,890,180,87,75
coarse,56.23413251903491,0.2,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171808482689841,0.707315103265259,0.3415095961376565,890,180,87,75
coarse,17.78279410038923,0.85,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5171833403329151,0.7074650974962502,0.3417000061199382,890,180,87,75
coarse,56.23413251903491,0.25,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5172058967460721,0.7072977962386062,0.3414987437913213,890,180,87,75
coarse,31.622776601683793,0.65,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5172113530333777,0.7073727933541019,0.34159635014112066,890,180,87,75
coarse,56.23413251903491,0.3,0.7832792207792207,0.29411764705882354,0.46296296296296297,0.8317757009345794,0.3597122302158273,0.620549226915374,0.5172311313189347,0.7072977962386062,0.3414980375114574,890,180,87,75
